start,end,today,username,subscriberid,deviceid,phonenumber,_0_Reviewer,paper_title,publication_year,paper_doi,publication_type,author_affiliation_type,country_studied,country_studied_multiple,country_studied_other,author_in_country_studied,disease,objectives,other_objective,individual_representation,individual_representation_othe,space_representation,model_structure,model_structure_unclear_reason,parametrization,validation,validation_other,outbreak_type,intervention_modelled,intervention_modelled_other,vax_modelled_with_non_vax,is_vax_effective,modelling_timing,outcome_measured,outcome_measured_other,sensitivity_analysis,data_used,data_available,simulation_code_available,__version__,_version_,meta/audit,meta/instanceID,_uuid,_submission_time,_tags,_notes,_validation_status
2020-12-28T22:13:54.188-00:00,2020-12-28T22:24:46.879-00:00,2020-12-28,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Optimal and Adaptive Control of an Epidemic Model of Influenza with Unknown Parameters,2017,NA,original_research,academic_institutions,none,n/a,n/a,NA,Influenza,assess_impact_future,n/a,compartments,n/a,no,deterministic,n/a,values_from_guess_and_expert_opion,model_not_validated,n/a,hypothetical_outbreak,vaccination,n/a,no,n/a,retrospective,final_epidemic_size cost,n/a,no,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:9e11a10c-440e-4f56-a38d-51f027a01a9b,9e11a10c-440e-4f56-a38d-51f027a01a9b,2020-12-28T22:24:58,,,{}
2020-12-28T22:24:47.089-00:00,2020-12-28T22:34:54.349-00:00,2020-12-28,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Cholera in Haiti: Reproductive numbers and vaccination coverage estimates,2013,https://doi.org/10.1038/srep00997,original_research,academic_institutions government_institutions,HT,n/a,n/a,no,Cholera,assess_impact_future,n/a,agents,n/a,yes,deterministic,n/a,values_fitted_to_ts,model_not_validated,n/a,real_outbreak,vaccination,n/a,no,n/a,retrospective,intervention_coverage attack_rate,n/a,yes,yes,yes,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:e09960b6-4992-433f-ac21-51e2d067bcb0,e09960b6-4992-433f-ac21-51e2d067bcb0,2020-12-28T22:35:05,,,{}
2020-12-28T22:34:54.560-00:00,2020-12-28T22:46:13.319-00:00,2020-12-28,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Cost-effectiveness of workplace closure and travel restriction for mitigating influenza outbreaks: a network-based simulation,2013,https://doi.org/10.1145/2535708.2535709,conference_proceeding,academic_institutions,none,n/a,n/a,NA,Influenza,assess_impact_future,n/a,agents,n/a,no,deterministic,n/a,values_from_literature,model_not_validated,n/a,hypothetical_outbreak,antiviral_prophylaxis distancing school_closure travel_restriction,n/a,no,n/a,prospective,cost,n/a,yes,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:95233f36-0bac-4784-a7fa-7ed0e033d1c3,95233f36-0bac-4784-a7fa-7ed0e033d1c3,2020-12-28T22:46:24,,,{}
2020-12-28T23:24:42.857-00:00,2020-12-28T23:31:31.220-00:00,2020-12-28,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Economic Evaluation of Influenza Pandemic Mitigation Strategies in the United States Using a Stochastic Microsimulation Transmission Model,2009,10.1111/j.1524-4733.2008.00437.x,original_research,academic_institutions,US,n/a,n/a,yes,Influenza,assess_impact_future,n/a,agents,n/a,no,deterministic,n/a,values_from_literature,model_not_validated,n/a,hypothetical_outbreak,antiviral_prophylaxis distancing vaccination,n/a,yes,no,prospective,outbreak_duration_and_timing cost,n/a,yes,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:f84ceee3-64bc-411f-8ce2-ff0d38616252,f84ceee3-64bc-411f-8ce2-ff0d38616252,2020-12-28T23:31:42,,,{}
2020-12-28T23:31:31.439-00:00,2020-12-28T23:59:05.533-00:00,2020-12-28,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,"Effect of a Hepatitis A Vaccination Campaign During a Hepatitis A Outbreak in Taiwan, 2015–2017: A Modeling Study",2019,https://doi.org/10.1093/cid/ciz471,original_research,academic_institutions,TW,n/a,n/a,yes,Hepatitis_A,assess_impact_past,n/a,agents,n/a,no,deterministic,n/a,values_from_literature,model_not_validated,n/a,real_outbreak,vaccination,n/a,no,n/a,retrospective,cases_averted,n/a,yes,yes,yes,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:6037b1c2-ca61-4099-8978-fe64e6acda05,6037b1c2-ca61-4099-8978-fe64e6acda05,2020-12-28T23:59:16,,,{}
2020-12-29T01:12:22.677-00:00,2020-12-29T22:26:27.020-00:00,2020-12-29,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Manipulation of contact network structure and the impact on foot-and-mouth disease transmission,2018,https://doi.org/10.1016/j.prevetmed.2018.05.006,original_research,academic_institutions government_institutions,GB,n/a,n/a,yes,FMD,assess_impact_future,n/a,compartments,n/a,yes,stochastic,n/a,values_from_literature values_from_guess_and_expert_opion,model_not_validated,n/a,real_outbreak,intervention_other,rewiring,no,n/a,retrospective,final_epidemic_size,n/a,no,yes,no,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:fa39ed8d-06fb-42c9-b86b-7e4862725e98,fa39ed8d-06fb-42c9-b86b-7e4862725e98,2020-12-29T22:26:38,,,{}
2020-12-29T22:36:09.385-00:00,2020-12-29T22:45:24.747-00:00,2020-12-29,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Simulated economic consequences of foot-and-mouth disease epidemics and their public control in France,2000,https://doi.org/10.1016/S0167-5877(00)00166-5,original_research,government_institutions,FR,n/a,n/a,yes,FMD,assess_impact_past,n/a,compartments,n/a,no,deterministic,n/a,values_from_literature values_from_guess_and_expert_opion,model_not_validated,n/a,hypothetical_outbreak,intervention_other,stamping out,no,n/a,prospective,cost,n/a,no,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:2697091a-9e0a-41f2-87e7-6e60c792f119,2697091a-9e0a-41f2-87e7-6e60c792f119,2020-12-29T22:45:35,,,{}
2020-12-29T22:45:25.002-00:00,2020-12-29T22:53:52.719-00:00,2020-12-29,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,"The role of vaccination coverage, individual behaviors, and the public health response in the control of measles epidemics: an agent-based simulation for California",2014,https://doi.org/10.1186/s12889-015-1766-6,original_research,academic_institutions,US,n/a,n/a,yes,Measles,assess_impact_future,n/a,agents,n/a,no,deterministic,n/a,values_from_literature,model_not_validated,n/a,hypothetical_outbreak,behavioural_change contact_tracing vaccination,n/a,no,n/a,prospective,intervention_coverage final_epidemic_size,n/a,yes,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:53951959-5812-4f32-be16-d6168f9d96b8,53951959-5812-4f32-be16-d6168f9d96b8,2020-12-29T22:54:03,,,{}
2020-12-29T22:53:52.978-00:00,2020-12-29T23:06:32.568-00:00,2020-12-29,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Engineering responses to pandemics,2009,10.3233/IKS-2009-0145,book_chapter,academic_institutions,HK,n/a,n/a,no,Influenza,assess_impact_past,n/a,agents,n/a,no,deterministic,n/a,values_from_literature values_from_guess_and_expert_opion,model_not_validated,n/a,real_outbreak,behavioural_change travel_restriction,n/a,no,n/a,retrospective,final_epidemic_size,n/a,no,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:f6fd4dad-706c-489a-8f24-7f994739101c,f6fd4dad-706c-489a-8f24-7f994739101c,2020-12-29T23:06:43,,,{}
2020-12-29T23:06:32.857-00:00,2020-12-29T23:17:54.050-00:00,2020-12-29,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Simple models of influenza progression within a heterogeneous population,2007,https://doi.org/10.1287/opre.1070.0399,original_research,academic_institutions,none,n/a,n/a,NA,Influenza,assess_impact_past,n/a,individuals_representation_other,Generalised linear model,no,deterministic,n/a,values_from_guess_and_expert_opion,model_not_validated,n/a,hypothetical_outbreak,distancing,n/a,no,n/a,retrospective,attack_rate,n/a,no,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:d175097c-f487-4cce-954b-05b73f25180e,d175097c-f487-4cce-954b-05b73f25180e,2020-12-29T23:18:05,,,{}
2020-12-29T23:17:54.303-00:00,2020-12-29T23:30:53.602-00:00,2020-12-29,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,"Projected Impact of Dengue Vaccination in Yucatán, Mexico",2016,10.1371/journal.pntd.0004661,original_research,academic_institutions government_institutions,MX,n/a,n/a,yes,Dengue,assess_impact_past,n/a,agents,n/a,no,deterministic,n/a,values_from_literature values_fitted_to_ts,model_not_validated,n/a,hypothetical_outbreak,vaccination,n/a,no,n/a,prospective,intervention_coverage outcome_other,Effectiveness of Vaccination Strategies,no,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:cdd8be01-beff-4f57-8585-c335e616c3de,cdd8be01-beff-4f57-8585-c335e616c3de,2020-12-29T23:31:04,,,{}
2020-12-29T23:30:53.878-00:00,2020-12-29T23:49:56.110-00:00,2020-12-29,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Epidemiological evaluation of different FMD control strategies in two selected regions in Austria,2016,10.2376/0005-9366-15098,original_research,academic_institutions government_institutions,AT,n/a,n/a,yes,FMD,assess_impact_past,n/a,agents,n/a,yes,deterministic,n/a,values_from_literature,model_not_validated,n/a,hypothetical_outbreak,culling vaccination intervention_other,"ring culling, and combinations of above",yes,the_outcomes_were_inconclusive,prospective,intervention_coverage outbreak_duration_and_timing final_epidemic_size,n/a,yes,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:0ce2e36c-7f46-4e19-811e-919f292fe86d,0ce2e36c-7f46-4e19-811e-919f292fe86d,2020-12-29T23:50:01,,,{}
2021-01-14T01:41:12.838+02:00,2021-01-14T02:23:07.829+02:00,2021-01-14,username not found,subscriberid not found,ee.kobotoolbox.org:jd7cgAXomReoCwGa,phonenumber not found,james,Containing pandemic influenza with antiviral agents: Analytical commentary,2006,https://doi.org/10.1093/aje/kwh092,original_research,academic_institutions,US,n/a,n/a,yes,Influenza,assess_impact_future,n/a,compartments,n/a,no,stochastic,n/a,values_from_literature,compared_with_other_model_output,n/a,hypothetical_outbreak,antiviral_prophylaxis vaccination,n/a,yes,no,prospective,attack_rate,n/a,yes,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:7eb1f950-d296-4fcd-88ad-a7e15384df7f,7eb1f950-d296-4fcd-88ad-a7e15384df7f,2021-01-14T00:23:19,,,{}
2021-02-02T01:04:08.530+02:00,2021-02-02T01:20:34.850+02:00,2021-02-02,username not found,subscriberid not found,ee.kobotoolbox.org:jd7cgAXomReoCwGa,phonenumber not found,james,Mathematical assessment of Canada's pandemic influenza preparedness plan,2008,10.1155/2008/538975,original_research,academic_institutions government_institutions,CA,n/a,n/a,yes,Influenza,assess_impact_future,n/a,compartments,n/a,no,deterministic,n/a,values_fitted_to_ts,model_not_validated,n/a,hypothetical_outbreak,antiviral_prophylaxis face_masks hygiene school_closure vaccination work_closure intervention_other,Antiviral treatment,yes,no,prospective,final_epidemic_size hospitalizations outcome_other,Cumulative deaths,no,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:f3508d9d-44d8-49ea-a23c-af0c669db0a1,f3508d9d-44d8-49ea-a23c-af0c669db0a1,2021-02-01T23:20:45,,,{}
2021-01-05T17:30:56.605+02:00,2021-01-05T17:52:15.092+02:00,2021-01-05,username not found,subscriberid not found,ee.kobotoolbox.org:1LSLXEAAg5iXE9yn,phonenumber not found,elisha,Was Mandatory Quarantine Necessary in China for Controlling the 2009 H1N1 Pandemic?,2013,https://doi.org/10.3390/ijerph10104690,original_research,academic_institutions NGO,CN,n/a,n/a,yes,Influenza,assess_impact_past,n/a,compartments,n/a,no,deterministic,n/a,values_from_literature,model_not_validated compared_with_data,n/a,real_outbreak,quarantine,n/a,no,n/a,retrospective,cases_averted outbreak_duration_and_timing cost,n/a,no,yes,no,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:db6f9577-988e-482e-86ef-6bc5383b50e7,db6f9577-988e-482e-86ef-6bc5383b50e7,2021-01-05T15:52:28,,,{}
2021-01-05T17:52:15.363+02:00,2021-01-05T19:38:12.679+02:00,2021-01-05,username not found,subscriberid not found,ee.kobotoolbox.org:1LSLXEAAg5iXE9yn,phonenumber not found,elisha,Planning for the Control of Pandemic Influenza A (H1N1) in Los Angeles County and the United States,2011,https://doi.org/10.1093/aje/kwq497,original_research,academic_institutions government_institutions NGO,US,n/a,n/a,yes,Influenza,assess_impact_future,n/a,compartments,n/a,no,deterministic stochastic,n/a,values_from_literature values_fitted_to_ts,compared_with_data,n/a,real_outbreak,vaccination,n/a,yes,yes,retrospective,cases_averted final_epidemic_size timing_of_peak hospitalizations,n/a,no,yes,yes,yes,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:a674d117-07ab-4b22-b44a-f4b63f0316f8,a674d117-07ab-4b22-b44a-f4b63f0316f8,2021-01-05T17:38:24,,,{}
2021-01-08T18:45:44.403+02:00,2021-01-08T19:09:47.437+02:00,2021-01-08,username not found,subscriberid not found,ee.kobotoolbox.org:jd7cgAXomReoCwGa,phonenumber not found,james,Predicting the extinction of Ebola spreading in Liberia due to mitigation strategies,2015,https://doi.org/10.1038/srep12172,original_research,academic_institutions,LR,n/a,n/a,no,Ebola,assess_impact_past,n/a,compartments,n/a,yes,deterministic stochastic,n/a,values_from_literature values_fitted_to_ts,compared_with_data,n/a,real_outbreak,safe_burial intervention_other,Effective hospitalization,no,n/a,retrospective,outbreak_duration_and_timing final_epidemic_size,n/a,yes,yes,yes,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:5ada5668-2967-424a-9dfa-88c9bee51a52,5ada5668-2967-424a-9dfa-88c9bee51a52,2021-01-08T17:10:00,,,{}
2021-01-08T19:09:47.498+02:00,2021-01-08T22:22:53.596+02:00,2021-01-08,username not found,subscriberid not found,ee.kobotoolbox.org:jd7cgAXomReoCwGa,phonenumber not found,james,Modeling vaccination campaigns and the Fall/Winter 2009 activity of the new A(H1N1) influenza in the Northern Hemisphere,2009,https://doi.org/10.3402/ehtj.v2i0.7093,original_research,academic_institutions NGO,other,n/a,Northern Hemisphere,yes,Influenza,assess_impact_future,n/a,compartments,n/a,yes,stochastic,n/a,values_from_literature values_fitted_to_ts,compared_with_data,n/a,hypothetical_outbreak,antiviral_prophylaxis,n/a,yes,the_outcomes_were_inconclusive,prospective,final_epidemic_size attack_rate,n/a,yes,yes,no,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:a12495c0-31d5-41b9-bcfa-5a18b913e0b5,a12495c0-31d5-41b9-bcfa-5a18b913e0b5,2021-01-08T20:23:06,,,{}
2021-01-08T22:22:53.665+02:00,2021-01-08T22:53:07.132+02:00,2021-01-08,username not found,subscriberid not found,ee.kobotoolbox.org:jd7cgAXomReoCwGa,phonenumber not found,james,Potential for a global dynamic of Influenza A (H1N1),2009,https://doi.org/10.1186/1471-2334-9-129,original_research,academic_institutions,other,n/a,n/a,yes,Influenza,assess_impact_future,n/a,compartments,n/a,yes,stochastic,n/a,values_from_literature values_from_guess_and_expert_opion,model_not_validated,n/a,hypothetical_outbreak,vaccination,n/a,no,n/a,prospective,final_epidemic_size attack_rate outcome_other,Mortality rate,no,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:b3cb9f8b-c887-4f54-b10b-a1093e94f899,b3cb9f8b-c887-4f54-b10b-a1093e94f899,2021-01-08T20:53:20,,,{}
2021-01-11T00:06:31.908+02:00,2021-01-11T00:14:09.060+02:00,2021-01-11,username not found,subscriberid not found,ee.kobotoolbox.org:jd7cgAXomReoCwGa,phonenumber not found,james,"Time is of the essence: Exploring a measles outbreak response vaccination in Niamey, Niger",2008,https://doi.org/10.1098/rsif.2007.1038,original_research,academic_institutions government_institutions NGO,NE,n/a,n/a,yes,Measles,assess_impact_past,n/a,compartments,n/a,yes,stochastic,n/a,values_from_literature values_fitted_to_ts,compared_with_data,n/a,real_outbreak,vaccination,n/a,no,n/a,retrospective,cases_averted,n/a,no,yes,no,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:e36846f3-d8a0-404b-8049-1f140da9c068,e36846f3-d8a0-404b-8049-1f140da9c068,2021-01-10T22:14:20,,,{}
2021-01-08T22:53:07.200+02:00,2021-01-08T23:13:12.668+02:00,2021-01-08,username not found,subscriberid not found,ee.kobotoolbox.org:jd7cgAXomReoCwGa,phonenumber not found,james,Mass vaccination to control chickenpox: The influence of zoster,1996,https://doi.org/10.1073/pnas.93.14.7231,original_research,academic_institutions,multiple,DK FO,n/a,no,Varicella,assess_impact_past,n/a,compartments,n/a,no,deterministic,n/a,values_from_literature values_fitted_to_ts,compared_with_data,n/a,real_outbreak,vaccination,n/a,no,n/a,retrospective,outcome_other,"Mortality rate, Incidence",no,yes,yes,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:735dea89-dae8-4578-b81a-c4989349984b,735dea89-dae8-4578-b81a-c4989349984b,2021-01-08T21:13:25,,,{}
2021-01-10T23:35:08.566+02:00,2021-01-11T00:06:31.826+02:00,2021-01-10,username not found,subscriberid not found,ee.kobotoolbox.org:jd7cgAXomReoCwGa,phonenumber not found,james,"Time is (still) of the essence: Quantifying the impact of emergency meningitis vaccination response in Katsina State, Nigeria",2014,https://doi.org/10.1093/inthealth/ihu062,original_research,academic_institutions NGO,NG,n/a,n/a,no,Meningococcal_meningitis,assess_impact_past,n/a,compartments,n/a,no,stochastic,n/a,values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts,compared_with_data,n/a,real_outbreak,vaccination,n/a,no,n/a,retrospective,cases_averted outbreak_duration_and_timing,n/a,yes,yes,no,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:7cbc0064-ee3e-482c-803c-0984d19e8210,7cbc0064-ee3e-482c-803c-0984d19e8210,2021-01-10T22:06:42,,,{}
2021-01-08T23:13:12.741+02:00,2021-01-08T23:26:11.813+02:00,2021-01-08,username not found,subscriberid not found,ee.kobotoolbox.org:jd7cgAXomReoCwGa,phonenumber not found,james,Transmission dynamics of the 2009 influenza A (H1N1) pandemic in India: The impact of holiday-related school closure,2013,https://doi.org/10.1016/j.epidem.2013.08.001,original_research,academic_institutions,IN,n/a,n/a,yes,Influenza,assess_impact_past,n/a,compartments,n/a,yes,stochastic,n/a,values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts,compared_with_data,n/a,real_outbreak,school_closure,n/a,no,n/a,retrospective,outcome_other,Reproduction number,no,yes,no,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:cf7c4198-d419-4282-bb77-ce8d1d54c688,cf7c4198-d419-4282-bb77-ce8d1d54c688,2021-01-08T21:26:24,,,{}
2021-01-08T23:26:11.881+02:00,2021-01-09T00:23:13.243+02:00,2021-01-08,username not found,subscriberid not found,ee.kobotoolbox.org:jd7cgAXomReoCwGa,phonenumber not found,james,"Early rigorous control interventions can largely reduce dengue outbreak magnitude: Experience from Chaozhou, China",2017,https://doi.org/10.1186/s12889-017-4616-x,original_research,academic_institutions,CN,n/a,n/a,yes,Dengue,assess_impact_past,n/a,compartments,n/a,no,deterministic,n/a,values_from_literature values_fitted_to_ts,compared_with_data,n/a,real_outbreak,intervention_other,Reducing mosquito density,no,n/a,retrospective,outbreak_duration_and_timing final_epidemic_size,n/a,no,yes,no,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:fecd941e-3b1e-4c6e-becf-ee451ff6a4e8,fecd941e-3b1e-4c6e-becf-ee451ff6a4e8,2021-01-08T22:23:26,,,{}
2021-01-09T00:23:13.329+02:00,2021-01-09T00:47:03.508+02:00,2021-01-09,username not found,subscriberid not found,ee.kobotoolbox.org:jd7cgAXomReoCwGa,phonenumber not found,james,Evidence for emergency vaccination having played a crucial role to control the 1965/66 foot-and-mouth disease outbreak in Switzerland,2015,https://doi.org/10.3389/fvets.2015.00072,original_research,academic_institutions government_institutions NGO,CH,n/a,n/a,yes,FMD,assess_impact_past,n/a,compartments,n/a,yes,stochastic,n/a,values_from_literature values_from_guess_and_expert_opion,compared_with_data,n/a,real_outbreak,contact_tracing culling travel_restriction vaccination intervention_other,Surveillance,yes,yes,retrospective,outbreak_duration_and_timing outcome_other,"Number of animals culled, number of premises culled",yes,yes,no,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:8819af23-4428-495a-b115-4ba4225f40ab,8819af23-4428-495a-b115-4ba4225f40ab,2021-01-08T22:47:17,,,{}
2021-01-09T00:47:03.626+02:00,2021-01-09T21:37:21.883+02:00,2021-01-09,username not found,subscriberid not found,ee.kobotoolbox.org:jd7cgAXomReoCwGa,phonenumber not found,james,Modelling vaccination strategies against foot-and-mouth disease,2003,https://doi.org/10.1038/nature01343,original_research,academic_institutions,GB,n/a,n/a,yes,FMD,assess_impact_future,n/a,compartments,n/a,yes,stochastic,n/a,values_fitted_to_ts,compared_with_data,n/a,real_outbreak,culling vaccination,n/a,no,n/a,prospective,outbreak_duration_and_timing final_epidemic_size,n/a,yes,yes,no,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:440b57ab-b6e7-4f8b-8407-e8f6c9ceb2e3,440b57ab-b6e7-4f8b-8407-e8f6c9ceb2e3,2021-01-09T19:37:33,,,{}
2021-01-09T21:37:22.003+02:00,2021-01-10T21:36:21.989+02:00,2021-01-09,username not found,subscriberid not found,ee.kobotoolbox.org:jd7cgAXomReoCwGa,phonenumber not found,james,Strategies for Early Vaccination During Novel Influenza Outbreaks,2015,https://doi.org/10.1038/srep18062,original_research,academic_institutions NGO,CA,n/a,n/a,yes,Influenza,assess_impact_future,n/a,agents,n/a,yes,stochastic,n/a,values_from_literature values_fitted_to_ts,model_not_validated,n/a,hypothetical_outbreak,vaccination,n/a,no,n/a,prospective,attack_rate hospitalizations,n/a,no,yes,no,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:7fa818c3-c881-4fbf-85e6-105be8c90b77,7fa818c3-c881-4fbf-85e6-105be8c90b77,2021-01-10T19:36:33,,,{}
2021-01-10T21:36:22.075+02:00,2021-01-10T23:22:16.969+02:00,2021-01-10,username not found,subscriberid not found,ee.kobotoolbox.org:jd7cgAXomReoCwGa,phonenumber not found,james,Study on modeling simulation and optimal control method for the transmission risk of the Ebola virus,2019,https://doi.org/10.1177/0037549718757652,original_research,academic_institutions,other,n/a,West Africa,no,Ebola,assess_impact_future,n/a,compartments,n/a,no,deterministic,n/a,values_from_literature,model_not_validated,n/a,hypothetical_outbreak,isolation quarantine treatment,n/a,no,n/a,prospective,outcome_other,"Number of individuals in S, Number of susceptible individuals, Number of latently infected individuals, isolated or quarantined individuals, and the individuals that have recovered and are immune to EVD",yes,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:b49e8a20-33d4-426d-b1b4-cd1bd527e870,b49e8a20-33d4-426d-b1b4-cd1bd527e870,2021-01-10T21:22:29,,,{}
2021-01-10T23:22:17.033+02:00,2021-01-10T23:35:08.497+02:00,2021-01-10,username not found,subscriberid not found,ee.kobotoolbox.org:jd7cgAXomReoCwGa,phonenumber not found,james,"Dynamics and control of Ebola virus transmission in Montserrado, Liberia: A mathematical modelling analysis",2014,https://doi.org/10.1016/S1473-3099(14)70995-8,original_research,academic_institutions government_institutions,LR,n/a,n/a,yes,Ebola,assess_impact_future,n/a,compartments,n/a,no,stochastic,n/a,values_from_literature values_fitted_to_ts,compared_with_data,n/a,real_outbreak,contact_tracing beds intervention_other,Household protective kits,no,n/a,prospective,cases_averted deaths_averted,n/a,no,yes,yes,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:88b63527-dcca-4250-9dc2-26a52f25b821,88b63527-dcca-4250-9dc2-26a52f25b821,2021-01-10T21:35:21,,,{}
2021-01-11T00:14:09.181+02:00,2021-01-11T16:02:09.338+02:00,2021-01-11,username not found,subscriberid not found,ee.kobotoolbox.org:jd7cgAXomReoCwGa,phonenumber not found,james,Impact on Epidemic Measles of Vaccination Campaigns Triggered by Disease Outbreaks or Serosurveys: A Modeling Study,2016,https://doi.org/10.1371/journal.pmed.1002144,original_research,academic_institutions NGO,multiple,NP NE YE ZM,n/a,no,Measles,assess_impact_future,n/a,compartments,n/a,no,stochastic,n/a,values_from_literature values_from_guess_and_expert_opion,model_not_validated,n/a,hypothetical_outbreak,vaccination,n/a,no,n/a,prospective,cases_averted,n/a,yes,yes,yes,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:8f326489-32f9-4681-9d0f-0c769c92ae6d,8f326489-32f9-4681-9d0f-0c769c92ae6d,2021-01-11T14:02:20,,,{}
2021-01-11T16:02:09.392+02:00,2021-01-11T16:20:19.630+02:00,2021-01-11,username not found,subscriberid not found,ee.kobotoolbox.org:jd7cgAXomReoCwGa,phonenumber not found,james,Modeling the effect of school closures in a pandemic scenario: Exploring two different contact matrices,2015,https://doi.org/10.1038/srep15818,original_research,academic_institutions government_institutions,US,n/a,n/a,yes,Influenza,assess_impact_future,n/a,compartments,n/a,no,deterministic,n/a,values_from_literature values_from_guess_and_expert_opion,model_not_validated,n/a,hypothetical_outbreak,school_closure,n/a,no,n/a,prospective,timing_of_peak,n/a,yes,yes,yes,yes,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:27be2aeb-cdd3-4382-86e1-cbd3fcf4424a,27be2aeb-cdd3-4382-86e1-cbd3fcf4424a,2021-01-11T14:20:32,,,{}
