"_0_Reviewer";"paper_title";"publication_year";"paper_doi";"publication_type";"author_affiliation_type";"country_studied";"country_studied_multiple";"country_studied_other";"author_in_country_studied";"disease";"objectives";"other_objective";"individual_representation";"individual_representation_othe";"space_representation";"model_structure";"model_structure_unclear_reason";"parametrization";"validation";"validation_other";"outbreak_type";"intervention_modelled";"intervention_modelled_other";"vax_modelled_with_non_vax";"is_vax_effective";"modelling_timing";"outcome_measured";"outcome_measured_other";"sensitivity_analysis";"data_used";"data_available";"simulation_code_available";"_index"
"xiaoxi";"The role of vaccination coverage, individual behaviors, and the public health response in the control of measles epidemics: an agent-based simulation for California";"2014";"https://doi.org/10.1186/s12889-015-1766-6";"original_research";"academic_institutions";"US";"";"";"yes";"Measles";"assess_impact_future";"";"agents";"";"no";"deterministic";"";"values_from_literature";"model_not_validated";"";"hypothetical_outbreak";"behavioural_change contact_tracing vaccination";"";"no";"";"prospective";"intervention_coverage final_epidemic_size";"";"yes";"no";"";"no";"120"
"xiaoxi";"Engineering responses to pandemics";"2009";"10.3233/IKS-2009-0145";"book_chapter";"academic_institutions";"HK";"";"";"no";"Influenza";"assess_impact_past";"";"agents";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"real_outbreak";"behavioural_change travel_restriction";"";"no";"";"retrospective";"final_epidemic_size";"";"no";"no";"";"no";"121"
"james";"Simple models of influenza progression within a heterogeneous population";"2007";"https://doi.org/10.1287/opre.1070.0399";"original_research";"academic_institutions";"none";"";"";"NA";"Influenza";"assess_impact_past";"";"compartments";"";"no";"stochastic";"";"values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"distancing";"";"no";"";"retrospective";"final_epidemic_size timing_of_peak outcome_other";"Peak magnitude";"no";"no";"";"no";"122"
"xiaoxi";"Projected Impact of Dengue Vaccination in Yucatán, Mexico";"2016";"10.1371/journal.pntd.0004661";"original_research";"academic_institutions government_institutions";"MX";"";"";"yes";"Dengue";"assess_impact_past";"";"agents";"";"no";"deterministic";"";"values_from_literature values_fitted_to_ts";"model_not_validated";"";"hypothetical_outbreak";"vaccination";"";"no";"";"prospective";"intervention_coverage outcome_other";"Effectiveness of Vaccination Strategies";"no";"no";"";"no";"123"
"xiaoxi";"Epidemiological evaluation of different FMD control strategies in two selected regions in Austria";"2016";"10.2376/0005-9366-15098";"original_research";"academic_institutions government_institutions";"AT";"";"";"yes";"FMD";"assess_impact_past";"";"agents";"";"yes";"deterministic";"";"values_from_literature";"model_not_validated";"";"hypothetical_outbreak";"culling vaccination intervention_other";"ring culling, and combinations of above";"yes";"the_outcomes_were_inconclusive";"prospective";"intervention_coverage outbreak_duration_and_timing final_epidemic_size";"";"yes";"no";"";"no";"124"
"james";"Containing pandemic influenza with antiviral agents: Analytical commentary";"2006";"https://doi.org/10.1093/aje/kwh092";"original_research";"academic_institutions";"US";"";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"no";"stochastic";"";"values_from_literature";"compared_with_other_model_output";"";"hypothetical_outbreak";"antiviral_prophylaxis vaccination";"";"yes";"no";"prospective";"attack_rate";"";"yes";"no";"";"no";"125"
"james";"Mathematical assessment of Canada's pandemic influenza preparedness plan";"2008";"10.1155/2008/538975";"original_research";"academic_institutions government_institutions";"CA";"";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_fitted_to_ts";"model_not_validated";"";"hypothetical_outbreak";"antiviral_prophylaxis face_masks hygiene school_closure vaccination work_closure intervention_other";"Antiviral treatment";"yes";"no";"prospective";"final_epidemic_size hospitalizations outcome_other";"Cumulative deaths";"no";"no";"";"no";"126"
"elisha";"Was Mandatory Quarantine Necessary in China for Controlling the 2009 H1N1 Pandemic?";"2013";"https://doi.org/10.3390/ijerph10104690";"original_research";"academic_institutions NGO";"CN";"";"";"yes";"Influenza";"assess_impact_past";"";"compartments";"";"no";"deterministic";"";"values_from_literature";"model_not_validated compared_with_data";"";"real_outbreak";"quarantine";"";"no";"";"retrospective";"cases_averted outbreak_duration_and_timing cost";"";"no";"yes";"no";"no";"127"
"elisha";"Planning for the Control of Pandemic Influenza A (H1N1) in Los Angeles County and the United States";"2011";"https://doi.org/10.1093/aje/kwq497";"original_research";"academic_institutions government_institutions NGO";"US";"";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic stochastic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"vaccination";"";"yes";"yes";"retrospective";"cases_averted final_epidemic_size timing_of_peak hospitalizations";"";"no";"yes";"yes";"yes";"128"
"james";"Predicting the extinction of Ebola spreading in Liberia due to mitigation strategies";"2015";"https://doi.org/10.1038/srep12172";"original_research";"academic_institutions";"LR";"";"";"no";"Ebola";"assess_impact_past";"";"compartments";"";"yes";"deterministic stochastic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"safe_burial intervention_other";"Effective hospitalization";"no";"";"retrospective";"outbreak_duration_and_timing final_epidemic_size";"";"yes";"yes";"yes";"no";"129"
"james";"Modeling vaccination campaigns and the Fall/Winter 2009 activity of the new A(H1N1) influenza in the Northern Hemisphere";"2009";"https://doi.org/10.3402/ehtj.v2i0.7093";"original_research";"academic_institutions NGO";"other";"";"Northern Hemisphere";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"yes";"stochastic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"hypothetical_outbreak";"antiviral_prophylaxis vaccination";"";"yes";"no";"prospective";"final_epidemic_size attack_rate outcome_other";"Peak size";"yes";"yes";"no";"no";"130"
"james";"Potential for a global dynamic of Influenza A (H1N1)";"2009";"https://doi.org/10.1186/1471-2334-9-129";"original_research";"academic_institutions government_institutions";"other";"";"global";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"yes";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"vaccination";"";"no";"";"prospective";"final_epidemic_size attack_rate outcome_other";"Mortality rate";"no";"no";"";"no";"131"
"james";"Time is of the essence: Exploring a measles outbreak response vaccination in Niamey, Niger";"2008";"https://doi.org/10.1098/rsif.2007.1038";"original_research";"academic_institutions government_institutions NGO";"NE";"";"";"yes";"Measles";"assess_impact_past";"";"compartments";"";"yes";"stochastic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"vaccination";"";"no";"";"retrospective";"cases_averted";"";"no";"yes";"no";"no";"132"
"james";"Mass vaccination to control chickenpox: The influence of zoster";"1996";"https://doi.org/10.1073/pnas.93.14.7231";"original_research";"academic_institutions";"multiple";"DK FO";"";"no";"Varicella";"assess_impact_past";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"vaccination";"";"no";"";"retrospective";"outcome_other";"Mortality rate, Incidence";"no";"yes";"yes";"no";"133"
"james";"Time is (still) of the essence: Quantifying the impact of emergency meningitis vaccination response in Katsina State, Nigeria";"2014";"https://doi.org/10.1093/inthealth/ihu062";"original_research";"academic_institutions NGO";"NG";"";"";"no";"Meningococcal_meningitis";"assess_impact_past";"";"compartments";"";"no";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"vaccination";"";"no";"";"retrospective";"cases_averted outbreak_duration_and_timing";"";"yes";"yes";"no";"no";"134"
"james";"Transmission dynamics of the 2009 influenza A (H1N1) pandemic in India: The impact of holiday-related school closure";"2013";"https://doi.org/10.1016/j.epidem.2013.08.001";"original_research";"academic_institutions";"IN";"";"";"yes";"Influenza";"assess_impact_past";"";"compartments";"";"yes";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"school_closure";"";"no";"";"retrospective";"outcome_other";"Reproduction number";"no";"yes";"no";"no";"135"
"james";"Early rigorous control interventions can largely reduce dengue outbreak magnitude: Experience from Chaozhou, China";"2017";"https://doi.org/10.1186/s12889-017-4616-x";"original_research";"academic_institutions";"CN";"";"";"yes";"Dengue";"assess_impact_past";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"intervention_other";"Reducing mosquito density";"no";"";"retrospective";"outbreak_duration_and_timing final_epidemic_size";"";"no";"yes";"no";"no";"136"
"james";"Modelling vaccination strategies against foot-and-mouth disease";"2003";"https://doi.org/10.1038/nature01343";"original_research";"academic_institutions";"GB";"";"";"yes";"FMD";"assess_impact_future";"";"agents";"";"yes";"stochastic";"";"values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"vaccination";"";"no";"";"prospective";"outbreak_duration_and_timing final_epidemic_size";"";"yes";"yes";"no";"no";"137"
"james";"Strategies for Early Vaccination During Novel Influenza Outbreaks";"2015";"https://doi.org/10.1038/srep18062";"original_research";"academic_institutions NGO";"CA";"";"";"yes";"Influenza";"assess_impact_future";"";"agents";"";"yes";"stochastic";"";"values_from_literature values_fitted_to_ts";"model_not_validated";"";"hypothetical_outbreak";"vaccination";"";"no";"";"prospective";"attack_rate hospitalizations";"";"no";"yes";"no";"no";"138"
"james";"Study on modeling simulation and optimal control method for the transmission risk of the Ebola virus";"2019";"https://doi.org/10.1177/0037549718757652";"original_research";"academic_institutions";"other";"";"West Africa";"no";"Ebola";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature";"model_not_validated";"";"hypothetical_outbreak";"isolation quarantine treatment";"";"no";"";"prospective";"outcome_other";"Number of individuals in S, Number of susceptible individuals, Number of latently infected individuals, isolated or quarantined individuals, and the individuals that have recovered and are immune to EVD";"yes";"no";"";"no";"139"
"james";"Dynamics and control of Ebola virus transmission in Montserrado, Liberia: A mathematical modelling analysis";"2014";"https://doi.org/10.1016/S1473-3099(14)70995-8";"original_research";"academic_institutions government_institutions";"LR";"";"";"yes";"Ebola";"assess_impact_future";"";"compartments";"";"no";"stochastic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"contact_tracing beds intervention_other";"Household protective kits";"no";"";"prospective";"cases_averted deaths_averted";"";"no";"yes";"yes";"no";"140"
"james";"Impact on Epidemic Measles of Vaccination Campaigns Triggered by Disease Outbreaks or Serosurveys: A Modeling Study";"2016";"https://doi.org/10.1371/journal.pmed.1002144";"original_research";"academic_institutions NGO";"multiple";"NP NE YE ZM";"";"no";"Measles";"assess_impact_future";"";"compartments";"";"no";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"vaccination";"";"no";"";"prospective";"cases_averted";"";"yes";"yes";"yes";"no";"141"
"james";"Modeling the effect of school closures in a pandemic scenario: Exploring two different contact matrices";"2015";"https://doi.org/10.1038/srep15818";"original_research";"academic_institutions government_institutions";"US";"";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"school_closure";"";"no";"";"prospective";"timing_of_peak";"";"yes";"yes";"yes";"yes";"142"
"james";"An age-structured model for cholera control with vaccination";"2017";"https://doi.org/10.1016/j.amc.2016.11.013";"original_research";"academic_institutions";"none";"";"";"NA";"Cholera";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"vaccination";"";"no";"";"prospective";"final_epidemic_size";"";"no";"no";"";"no";"143"
"james";"Enhancement of Collective Immunity in Tokyo Metropolitan Area by Selective Vaccination against an Emerging Influenza Pandemic";"2013";"https://doi.org/10.1371/journal.pone.0072866";"original_research";"academic_institutions";"JP";"";"";"yes";"Influenza";"assess_impact_future";"";"agents";"";"yes";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"vaccination";"";"no";"";"prospective";"attack_rate";"";"no";"yes";"yes";"no";"144"
"james";"Modeling alternative mitigation strategies for a hypothetical outbreak of foot-and-mouth disease in the United States";"2003";"https://doi.org/10.1016/S0167-5877(03)00004-7";"original_research";"government_institutions";"US";"";"";"yes";"FMD";"assess_impact_future";"";"agents";"";"no";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"culling vaccination";"";"yes";"the_outcomes_were_inconclusive";"prospective";"outbreak_duration_and_timing cost outcome_other";"number of herds slaughtered, number of herds vaccinated";"no";"no";"";"no";"145"
"james";"Effectiveness of movement-prevention regulations to reduce the spread of foot-and-mouth disease in The Netherlands";"2007";"https://doi.org/10.1016/j.prevetmed.2007.05.023";"original_research";"academic_institutions";"NL";"";"";"yes";"FMD";"assess_impact_past";"";"agents";"";"yes";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"model_not_validated";"";"real_outbreak";"culling vaccination intervention_other";"surveillance, preventive slaughter of dangerous contacts, movement restriction";"no";"";"retrospective";"outbreak_duration_and_timing outcome_other";"number of infected farms, the number of pre-emptively slaughtered farms, number of farms in control zones";"yes";"yes";"no";"no";"146"
"james";"Estimating the value of containment strategies in delaying the arrival time of an influenza pandemic: A case study of travel restriction and patient isolation";"2012";"10.1103/PhysRevE.86.032901";"original_research";"academic_institutions";"none";"";"";"NA";"Influenza";"assess_impact_future";"";"compartments";"";"yes";"stochastic";"";"values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"isolation travel_restriction";"";"no";"";"prospective";"outcome_other";"First arrival time";"no";"no";"";"no";"147"
"james";"Household epidemics: Modelling effects of early stage vaccination";"2009";"https://doi.org/10.1002/bimj.200800172";"original_research";"academic_institutions";"multiple";"SE TZ";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"yes";"stochastic";"";"values_from_literature";"model_not_validated";"";"hypothetical_outbreak";"vaccination";"";"no";"";"prospective";"outcome_other";"household reproduction number for";"yes";"yes";"yes";"no";"148"
"james";"Modeling the Effects of Vaccination and Treatment on Tuberculosis Transmission Dynamics";"2019";"https://doi.org/10.1155/2019/7463167";"original_research";"academic_institutions";"ET";"";"";"no";"Tuberculosis";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"treatment vaccination";"";"no";"";"prospective";"outcome_other";"Incidence";"yes";"yes";"no";"no";"149"
"james";"Simulating endogenous dynamics of intervention-capacity deployment: Ebola outbreak in Liberia";"2017";"https://doi.org/10.1080/23302674.2015.1128576";"original_research";"academic_institutions NGO";"LR";"";"";"no";"Ebola";"assess_impact_future";"";"compartments";"";"no";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion";"compared_with_data";"";"real_outbreak";"isolation quarantine safe_burial treatment vaccination";"";"no";"";"prospective";"outcome_other";"Effective reproduction number";"no";"yes";"yes";"no";"150"
"james";"Strategies for containing an emerging influenza pandemic in Southeast Asia";"2005";"https://doi.org/10.1038/nature04017";"original_research";"academic_institutions government_institutions";"other";"";"Southeast Asia";"yes";"Influenza";"assess_impact_future";"";"agents";"";"yes";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"model_not_validated";"";"hypothetical_outbreak";"antiviral_prophylaxis quarantine distancing school_closure work_closure";"";"no";"";"prospective";"outcome_other";"Probability of preventing a large outbreak, number of courses of drug required to achieve containment";"yes";"yes";"no";"no";"151"
"james";"Global stability and optimal control for a tuberculosis model with vaccination and treatment";"2016";"https://doi.org/10.3934/dcdsb.2016.21.1009";"original_research";"academic_institutions";"none";"";"";"NA";"Tuberculosis";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"treatment vaccination";"";"no";"";"prospective";"outcome_other";"Incidence, basic reproduction number";"no";"no";"";"no";"152"
"james";"Modeling the effect of comprehensive interventions on Ebola virus transmission";"2015";"https://doi.org/10.1038/srep15818";"original_research";"academic_institutions";"multiple";"GN LR SL";"";"no";"Ebola";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"isolation media_campaign safe_burial vaccination";"";"no";"";"retrospective";"final_epidemic_size outcome_other";"Basic reproduction number";"yes";"yes";"yes";"no";"153"
"james";"Vaccination against foot-and-mouth disease I: Epidemiological consequences";"2012";"https://doi.org/10.1016/j.prevetmed.2012.05.012";"original_research";"academic_institutions";"NL";"";"";"yes";"FMD";"assess_impact_future";"";"agents";"";"yes";"stochastic";"";"values_from_literature values_fitted_to_ts";"model_not_validated";"";"hypothetical_outbreak";"culling vaccination";"";"yes";"no";"prospective";"outbreak_duration_and_timing final_epidemic_size";"";"no";"yes";"no";"no";"154"
"james";"Cost-effectiveness of influenza control measures: A dynamic transmission model-based analysis";"2013";"https://doi.org/10.1017/s0950268813000423";"original_research";"academic_institutions";"TW";"";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"real_outbreak";"face_masks handwashing isolation vaccination ventilation intervention_other";"High efficiency particulate air filtration, ultraviolet germicidal irradiation";"yes";"no";"prospective";"cost outcome_other";"Basic reproduction number";"no";"yes";"yes";"no";"155"
"james";"Effect of vaccines and antivirals during the major 2009 a(H1N1) pandemic wave in norway - and the influence of vaccination timing";"2012";"https://doi.org/10.1371/journal.pone.0030018";"original_research";"academic_institutions government_institutions NGO";"NO";"";"";"yes";"Influenza";"assess_impact_past";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"antiviral_prophylaxis vaccination";"";"yes";"no";"retrospective";"final_epidemic_size";"";"yes";"yes";"no";"no";"156"
"james";"Efficient vaccine distribution based on a hybrid compartmental model";"2016";"https://doi.org/10.1371/journal.pone.0155416";"original_research";"academic_institutions";"HK";"";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"yes";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"compared_with_data";"";"real_outbreak";"vaccination";"";"no";"";"retrospective";"final_epidemic_size attack_rate";"";"no";"yes";"yes";"no";"157"
"james";"Disparities in spread and control of influenza in slums of Delhi: Findings from an agent-based modelling study";"2018";"https://doi.org/10.1136/bmjopen-2017-017353";"original_research";"academic_institutions";"IN";"";"";"no";"Influenza";"assess_impact_future";"";"agents";"";"yes";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"isolation school_closure vaccination intervention_other";"Stay home";"yes";"yes";"prospective";"attack_rate";"";"no";"no";"";"no";"158"
"james";"Epidemiological and economic impact of pandemic influenza in Chicago: Priorities for vaccine interventions";"2017";"https://doi.org/10.1371/journal.pcbi.1005521";"original_research";"academic_institutions";"US";"";"";"yes";"Influenza";"assess_impact_future";"";"agents";"";"no";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"model_not_validated";"";"hypothetical_outbreak";"vaccination";"";"no";"";"prospective";"cost attack_rate outcome_other";"Total deaths, risk of death, net benefits, return on investment";"yes";"yes";"yes";"no";"159"
"james";"Modeling the spread of polio in an IPV-vaccinated population: Lessons learned from the 2013 silent outbreak in southern Israel";"2016";"https://doi.org/10.1186/s12916-016-0637-z";"original_research";"academic_institutions";"IL";"";"";"yes";"Poliomyelitis";"assess_impact_past";"";"compartments";"";"no";"deterministic stochastic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"vaccination";"";"no";"";"retrospective";"outbreak_duration_and_timing outcome_other";"Cumulative incidence";"yes";"yes";"yes";"no";"160"
"james";"Modelling foot and mouth disease";"2009";"https://doi.org/10.1016/j.prevetmed.2009.02.019";"original_research";"academic_institutions";"GB";"";"";"no";"FMD";"assess_impact_future";"";"compartments";"";"yes";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"compared_with_data";"";"hypothetical_outbreak";"culling vaccination intervention_other";"Movement restriction, surveillance";"no";"";"prospective";"outcome_other";"Number of infected farms, Basic reproduction number";"no";"yes";"yes";"no";"161"
"james";"The effects of media reports on disease spread and important public health measurements";"2015";"https://doi.org/10.1371/journal.pone.0141423";"original_research";"academic_institutions NGO";"CA";"";"";"yes";"Influenza";"assess_impact_future";"";"agents";"";"no";"deterministic stochastic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"media_campaign distancing vaccination";"";"no";"";"prospective";"outbreak_duration_and_timing final_epidemic_size timing_of_peak outcome_other";"Peak magnitude, total vaccinated";"yes";"yes";"no";"no";"162"
"james";"Quantifying the impact of early-stage contact tracing on controlling ebola diffusion";"2018";"10.3934/mbe.2018053";"original_research";"academic_institutions";"none";"";"";"no";"Ebola";"assess_impact_future";"";"agents";"";"no";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"real_outbreak";"contact_tracing intervention_other";"Hospitalization";"no";"";"prospective";"attack_rate";"";"no";"no";"";"no";"163"
"james";"The effect of public health measures on the 1918 influenza pandemic in U.S. cities";"2007";"https://doi.org/10.1073/pnas.0611071104";"original_research";"academic_institutions";"US";"";"";"no";"Influenza";"assess_impact_past";"";"compartments";"";"yes";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"face_masks hygiene isolation quarantine distancing school_closure work_closure intervention_other";"Prevention of mass gatherings, several combinations of interventions";"no";"";"retrospective";"final_epidemic_size outcome_other";"Mortality";"no";"yes";"yes";"no";"164"
"james";"Modeling the Effectiveness of Respiratory Protective Devices in Reducing Influenza Outbreak";"2019";"https://doi.org/10.1111/risa.13181";"original_research";"academic_institutions government_institutions";"none";"";"";"NA";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"face_masks intervention_other";"Respiratory Protective Devices";"no";"";"prospective";"attack_rate outcome_other";"Prevalence of infection";"yes";"no";"";"no";"165"
"james";"Post-exposure prophylaxis during pandemic outbreaks";"2009";"10.1186/1741-7015-7-73";"original_research";"academic_institutions government_institutions";"none";"";"";"NA";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"real_outbreak";"treatment intervention_other";"Post-exposure prophylaxis";"no";"";"prospective";"final_epidemic_size outcome_other";"Total deaths";"yes";"no";"";"no";"166"
"james";"Spatiotemporal dynamics of the Ebola epidemic in Guinea and implications for vaccination and disease elimination: A computational modeling analysis";"2016";"10.1186/s12916-016-0678-3";"original_research";"academic_institutions government_institutions NGO";"GN";"";"";"no";"Ebola";"assess_impact_past";"";"agents";"";"yes";"stochastic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"contact_tracing safe_burial vaccination intervention_other";"Ebola Treatment Units";"no";"";"retrospective";"outcome_other";"Cumulative cases, incidence";"yes";"yes";"yes";"no";"167"
"james";"The interplay of vaccination and vector control on small dengue networks";"2016";"The interplay of vaccination and vector control on small dengue networks";"original_research";"academic_institutions";"none";"";"";"NA";"Dengue";"assess_impact_future";"";"compartments";"";"yes";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"vaccination intervention_other";"Sterile Insect Technique";"no";"";"prospective";"outcome_other";"Geometric mean number of infected hosts, basic reproduction number";"yes";"no";"";"no";"168"
"james";"The impact of school closures on pandemic influenza: Assessing potential repercussions using a seasonal sir model";"2012";"10.3934/mbe.2012.9.413";"original_research";"academic_institutions";"none";"";"";"NA";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"school_closure";"";"no";"";"prospective";"final_epidemic_size timing_of_peak";"";"no";"no";"";"no";"169"
"james";"Preparedness for the spread of influenza: Prohibition of traffic, school closure, and vaccination of children in the commuter towns of Tokyo";"2008";"10.1007/s11524-008-9264-0";"original_research";"academic_institutions government_institutions NGO";"JP";"";"";"yes";"Influenza";"assess_impact_future";"";"agents";"";"yes";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"school_closure vaccination intervention_other";"Prohibition of traffic";"yes";"yes";"retrospective";"final_epidemic_size timing_of_peak outcome_other";"Peak magnitude";"no";"yes";"no";"no";"170"
"james";"Temporal factors in school closure policy for mitigating the spread of influenza";"2011";"https://doi.org/10.1057/jphp.2011.1";"original_research";"academic_institutions government_institutions";"SG";"";"";"yes";"Influenza";"assess_impact_future";"";"agents";"";"yes";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"school_closure";"";"no";"";"prospective";"timing_of_peak attack_rate outcome_other";"Peak incidence";"no";"yes";"no";"no";"171"
"james";"When should we intervene to control the 2009 influenza A(H1N1) pandemic?";"2010";"https://doi.org/10.2807/ese.15.01.19455-en";"pub_type_other";"academic_institutions government_institutions";"JP";"";"";"yes";"Influenza";"assess_impact_past";"";"compartments";"";"no";"deterministic";"";"values_from_literature";"model_not_validated";"";"real_outbreak";"isolation intervention_other";"Onboard quarantine inspection";"no";"";"retrospective";"outcome_other";"Time of detection, Maximum number of symptomatic cases per day";"no";"no";"";"no";"172"
"elisha";"PRIORITIZATION OF DELAYED VACCINATION FOR PANDEMIC INFLUENZA";"2011";"https://dx.doi.org/10.3934%2Fmbe.2011.8.95";"original_research";"academic_institutions";"US";"";"";"yes";"Influenza";"assess_impact_past";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"real_outbreak";"vaccination";"";"no";"";"retrospective";"deaths_averted attack_rate hospitalizations";"";"yes";"no";"";"no";"173"
"elisha";"SEASONALITY AND THE EFFECTIVENESS OF MASS VACCINATION";"2016";"10.3934/mbe.2015001";"original_research";"academic_institutions NGO";"none";"";"";"NA";"Dengue Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature";"model_not_validated";"";"hypothetical_outbreak";"vaccination";"";"no";"";"prospective";"cases_averted";"";"no";"no";"";"no";"174"
"elisha";"Deterministic SIR (Susceptible–Infected–Removed) models applied to varicella outbreaks";"2007";"https://doi.org/10.1017/S0950268807009260";"original_research";"academic_institutions";"CO";"";"";"yes";"Varicella";"assess_impact_past";"";"agents";"";"no";"deterministic stochastic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"isolation vaccination";"";"yes";"yes";"retrospective";"cases_averted";"";"no";"yes";"no";"no";"175"
"james";"Modelling vaccination strategy against directly transmitted diseases using a series of pulses";"1998";"https://doi.org/10.1142/s0218339098000145";"original_research";"academic_institutions";"BR";"";"";"yes";"Rubella";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"vaccination";"";"no";"";"prospective";"outcome_other";"Force of infection, proportion of susceptible individuals";"yes";"yes";"no";"no";"176"
"james";"Measures against transmission of pandemic H1N1 influenza in Japan in 2009: simulation model";"2009";"https://doi.org/10.2807/ese.14.44.19385-en";"original_research";"academic_institutions government_institutions";"JP";"";"";"yes";"Influenza";"assess_impact_future";"";"agents";"";"no";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"model_not_validated";"";"hypothetical_outbreak";"antiviral_prophylaxis isolation school_closure vaccination";"";"yes";"no";"prospective";"final_epidemic_size";"";"no";"yes";"yes";"no";"177"
